claim_number,policy_number,policyholder_id,vehicle_vin,claim_type,claim_status,severity,incident_date,incident_location,incident_description,number_of_vehicles_involved,claimed_amount,approved_amount,paid_amount,payment_method,incident_evidence,fraud_score,is_fraudulent,fraud_reason,submitted_date,reviewed_date,closed_date
CLM-623080094613,POL-158509671866,ZW-PH-5312062209,SHSX47UCUTD71R52B,OTHER,REJECTED,MINOR,2025-07-30 05:02:23,"Township Road, Rusape, MANICALAND",Shopping trolley rolled into vehicle at Pick n Pay car park,1,4282.85,0.00,0.00,ECOCASH,,0.7337,True,Claimed amount grossly inflated beyond vehicle proportion; Staged incident in high-risk location with near-maximum claim,2025-08-01 00:02:23,2025-09-11 00:02:23,2025-09-11 00:02:23
CLM-062755952527,POL-095706146388,ZW-PH-5387647828,JNA4TAVS834GAS9D5,ACCIDENT,UNDER_REVIEW,MINOR,2026-03-10 02:16:19,"Industrial Area, Kariba, MASHONALAND_WEST",Multi-vehicle collision on A1 highway due to sudden braking,1,11539.3,780.355389,780.355389,BANK_TRANSFER,,0.7164,True,Claimed amount grossly inflated beyond vehicle proportion; Staged incident in high-risk location with near-maximum claim,2026-03-12 03:16:19,2026-03-25 03:16:19,2026-04-05 03:16:19
CLM-396132763535,POL-210838657527,ZW-PH-8375662454,K6PHRY0N14TBHRA96,ACCIDENT,CLOSED,MAJOR,2025-12-23 21:35:38,"Parking Lot, Makuti, MASHONALAND_WEST",Backed into another vehicle at Borrowdale Racecourse parking,1,3582.61,3381.625579,3381.625579,ECOCASH,,0.1639,False,,2025-12-25 09:35:38,2026-01-03 09:35:38,2026-01-09 09:35:38
CLM-923453443717,POL-812040294567,ZW-PH-4269177919,MRT4FDR08LPSTSYRH,ACCIDENT,CLOSED,MAJOR,2026-02-09 00:29:08,"Commuter Terminus, Ruwa, MASHONALAND_EAST",Side collision at intersection — other driver ran red light in Harare CBD,1,5558.36,5267.101936,5267.101936,CASH,,0.284,False,,2026-02-10 15:29:08,2026-02-22 15:29:08,2026-03-05 15:29:08
CLM-817737259022,POL-123437016662,ZW-PH-8951183270,ABZ8659YNDL8YWZAV,ACCIDENT,CLOSED,MODERATE,2026-01-19 03:51:56,"Simon Mazorodze Road, Binga, MATABELELAND_NORTH",Side collision at intersection — other driver ran red light in Harare CBD,2,4375.89,4065.639399,4065.639399,SWIPE,,0.2164,False,,2026-01-20 09:51:56,2026-02-08 09:51:56,2026-02-23 09:51:56
CLM-391348291506,POL-003740061448,ZW-PH-5407142185,C3FF33X3HSAZBHF7T,ACCIDENT,SUBMITTED,MODERATE,2026-03-15 03:00:00,"Commuter Terminus, Victoria Falls, MATABELELAND_NORTH",Vehicle compromised — exact sequence of events unknown,3,16416.22,0.00,0.00,SWIPE,,0.7912,True,Claim filed within first 14 days of policy inception; Non-specific incident description; Staged incident in high-risk location with near-maximum claim,2026-03-15 08:00:00,,
CLM-909785993297,POL-773277100787,ZW-PH-1150108873,GW4G3WXX834AA26FV,ACCIDENT,CLOSED,MODERATE,2025-01-16 03:08:23,"Shopping Center Parking, Harare, HARARE","Hit and run incident on Simon Mazorodze Road, other driver fled",2,1634.53,1574.05239,1574.05239,BANK_TRANSFER,,0.036,False,,2025-01-18 20:08:23,2025-01-25 20:08:23,2025-02-02 20:08:23
CLM-102930063404,POL-773277100787,ZW-PH-1150108873,GW4G3WXX834AA26FV,ACCIDENT,PAID,MODERATE,2024-11-21 01:42:04,"Highway A2, Harare, HARARE",Single vehicle accident — lost control on wet road near Mutare,2,2812.48,2522.232064,2522.232064,SWIPE,,0.2771,False,,2024-11-21 05:42:04,2024-11-29 05:42:04,
CLM-550049263626,POL-827949221548,ZW-PH-9785392174,T8WTSVVFKJFGMV0XN,ACCIDENT,PAID,MAJOR,2025-02-18 10:59:03,"Rural Road, Kwekwe, MIDLANDS",Collision in Westgate shopping mall parking area while reversing,2,1434.26,1421.495086,1421.495086,ECOCASH,,0.246,False,,2025-02-19 12:59:03,2025-03-08 12:59:03,
CLM-227877544944,POL-716922022770,ZW-PH-1870737851,NW234GZ1MXMTPU8K2,ACCIDENT,APPROVED,MINOR,2025-12-15 11:13:16,"Airport Road, Chipinge, MANICALAND",Vehicle sustained damage under unclear circumstances,2,153.37,151.713604,0.00,ECOCASH,,0.6081,False,Non-specific incident description,2025-12-16 15:13:16,2025-12-21 15:13:16,
CLM-796943240309,POL-609027032459,ZW-PH-8933787097,V3RJVCT5SY83621WU,ACCIDENT,PAID,MAJOR,2024-09-13 10:19:26,"Parking Lot, Bulawayo, BULAWAYO",Single vehicle accident — lost control on wet road near Mutare,2,11166.01,9840.604613,9840.604613,SWIPE,,0.2542,False,,2024-09-14 10:19:26,2024-09-23 10:19:26,
CLM-105536555652,POL-686985620563,ZW-PH-4541859139,84KSLZ3GJZS7EZ4UR,NATURAL_DISASTER,CLOSED,MODERATE,2024-10-05 21:36:38,"Tollgate, Rusape, MANICALAND",Large branch fell through windscreen during overnight storm,1,3381.1,3291.50085,3291.50085,BANK_TRANSFER,,0.1461,False,,2024-10-06 01:36:38,2024-10-22 01:36:38,2024-10-30 01:36:38
CLM-383027480316,POL-144702104355,ZW-PH-2874242944,07U6CPGJV68PETR18,ACCIDENT,APPROVED,MAJOR,2025-10-12 07:23:05,"Industrial Area, Ruwa, MASHONALAND_EAST","Hit and run incident on Simon Mazorodze Road, other driver fled",2,3556.68,1268.988435,0.00,BANK_TRANSFER,,0.7723,True,Claimed amount grossly inflated beyond vehicle proportion; Staged incident in high-risk location with near-maximum claim; Multiple claims history,2025-10-12 23:23:05,2025-10-25 23:23:05,
CLM-714424121375,POL-144702104355,ZW-PH-2874242944,07U6CPGJV68PETR18,ACCIDENT,CLOSED,MAJOR,2025-01-20 09:46:10,"Border Post Area, Victoria Falls, MASHONALAND_EAST",Single vehicle accident — lost control on wet road near Mutare,2,3620.37,1003.151322,1003.151322,ECOCASH,,0.7166,True,Claim amount suspiciously close to coverage limit; Incident at border crossing — difficult to verify independently; Multiple claims history,2025-01-20 18:46:10,2025-02-01 18:46:10,2025-02-16 18:46:10
CLM-187675798260,POL-144702104355,ZW-PH-2874242944,07U6CPGJV68PETR18,ACCIDENT,CLOSED,TOTAL_LOSS,2025-05-20 11:01:26,"Main Street, Ruwa, MASHONALAND_EAST",Backed into another vehicle at Borrowdale Racecourse parking,4,2340.16,2072.445696,2072.445696,BANK_TRANSFER,,0.3849,False,Multiple claims history,2025-05-20 12:01:26,2025-05-25 12:01:26,2025-06-09 12:01:26
CLM-871141305472,POL-252114026116,ZW-PH-6080532511,U7LA7ETBF7ZH45S5A,ACCIDENT,PAID,MAJOR,2025-12-08 14:57:32,"Victoria Falls, Epworth, HARARE",Backed into another vehicle at Borrowdale Racecourse parking,2,3591.15,3350.183835,3350.183835,SWIPE,,0.2004,False,,2025-12-09 06:57:32,2025-12-16 06:57:32,
CLM-144421883103,POL-839120639902,ZW-PH-6080532511,Z1EE6J2WHX4ANYTKW,ACCIDENT,SUBMITTED,MAJOR,2026-04-23 15:29:29,"Robert Mugabe Road, Epworth, HARARE",Side-swipe on Bulawayo Road near Gweru tollgate,2,3910.95,0.00,0.00,BANK_TRANSFER,,0.2346,False,,2026-04-24 22:29:29,,
CLM-867600918696,POL-383961896742,ZW-PH-2313324669,DA9RLGYF2W3SGPRVS,ACCIDENT,CLOSED,MODERATE,2025-05-02 18:30:32,"Township Road, Mount Darwin, MASHONALAND_CENTRAL",Hit while parked at Sam Levy Shopping Centre,1,2453.3,2308.80063,2308.80063,BANK_TRANSFER,,0.1498,False,,2025-05-04 17:30:32,2025-05-12 17:30:32,2025-05-17 17:30:32
CLM-171292576023,POL-264151446223,ZW-PH-2313324669,U3AYPRTGD9F2BMFYP,ACCIDENT,PAID,MODERATE,2025-04-20 07:29:59,"Bulawayo Road, Mount Darwin, MASHONALAND_CENTRAL",Rear-ended at traffic light during rush hour on Samora Machel Avenue,1,4846.63,4744.85077,4744.85077,CASH,,0.1875,False,,2025-04-22 16:29:59,2025-05-09 16:29:59,
CLM-765444792643,POL-491877791231,ZW-PH-7801837878,5F8664PH5XLYA859U,NATURAL_DISASTER,SUBMITTED,MINOR,2026-04-21 06:41:07,"Beitbridge Border Post, Binga, MATABELELAND_NORTH","Severe hail damage to bonnet, roof and boot during Harare storms",1,1838.23,0.00,0.00,SWIPE,,0.1958,False,Multiple claims history,2026-04-23 02:41:07,,
CLM-083592622681,POL-491877791231,ZW-PH-7801837878,5F8664PH5XLYA859U,ACCIDENT,SUBMITTED,MODERATE,2026-04-21 22:45:35,"Gas Station, Binga, MATABELELAND_NORTH",T-bone collision at four-way stop near Chitungwiza,3,4555.9,0.00,0.00,CASH,,0.326,False,Multiple claims history,2026-04-23 05:45:35,,
CLM-183043339384,POL-491877791231,ZW-PH-7801837878,5F8664PH5XLYA859U,THEFT,SUBMITTED,MODERATE,2026-04-21 02:33:11,"Beitbridge Border Post, Binga, MATABELELAND_NORTH",Wheels and rims stolen while parked on Jason Moyo Avenue overnight,1,3375.95,0.00,0.00,CASH,,0.2249,False,Multiple claims history,2026-04-22 20:33:11,,
CLM-461770483788,POL-254386329213,ZW-PH-9911662327,ET04NE15JDN367NZ1,ACCIDENT,PAID,MODERATE,2025-06-24 20:55:09,"Commuter Terminus, Masvingo, MASVINGO",Side-swipe on Bulawayo Road near Gweru tollgate,3,2739.83,2348.03431,2348.03431,SWIPE,,0.2083,False,,2025-06-26 07:55:09,2025-07-10 07:55:09,
CLM-341569727026,POL-436473226918,ZW-PH-2992482530,01EG5WJ70FZWCRU6P,THEFT,REJECTED,MINOR,2026-02-01 12:00:37,"Shopping Center Parking, Binga, MATABELELAND_NORTH","Break-in at office park, sound system and GPS unit stolen",1,385.36,0.00,0.00,SWIPE,,0.2037,False,,2026-02-01 15:00:37,2026-02-17 15:00:37,2026-02-17 15:00:37
CLM-750184209580,POL-171082463797,ZW-PH-3296071073,9K4UX6KG12T97N7PJ,OTHER,UNDER_REVIEW,MODERATE,2026-04-12 10:57:02,"Bulawayo Road, Mutare, MANICALAND",Vehicle compromised — exact sequence of events unknown,1,1338.73,0.00,0.00,BANK_TRANSFER,,0.5249,False,Non-specific incident description,2026-04-13 06:57:02,,
CLM-799269744444,POL-323047662595,ZW-PH-7235130095,FKH7F261YT1MHSNN6,OTHER,UNDER_REVIEW,MODERATE,2026-03-29 10:48:38,"Victoria Falls, Gwanda, MATABELELAND_SOUTH",Collision with donkey cart on rural road near Chiredzi,1,17683.92,0.00,0.00,CASH,,0.6452,False,Claim amount suspiciously close to coverage limit; Claimed amount grossly inflated beyond vehicle proportion,2026-03-31 08:48:38,,
CLM-038578255901,POL-284369241815,ZW-PH-7105656826,89HWELC531GG38Y4U,ACCIDENT,CLOSED,MODERATE,2024-11-17 07:35:14,"Gas Station, Marondera, MASHONALAND_EAST",Single vehicle accident — lost control on wet road near Mutare,2,276.29,249.434612,249.434612,CASH,,0.1216,False,,2024-11-20 06:35:14,2024-11-26 06:35:14,2024-12-08 06:35:14
CLM-038078308997,POL-330488081916,ZW-PH-2124183662,5ZPDC04VTTL32MWDX,ACCIDENT,PAID,MODERATE,2025-12-18 15:55:51,"Highway A1, Chiredzi, MASVINGO",T-bone collision at four-way stop near Chitungwiza,2,10677.3,9571.13172,9571.13172,ECOCASH,,0.2898,False,,2025-12-20 09:55:51,2025-12-26 09:55:51,
CLM-711973836131,POL-428139177799,ZW-PH-8695813173,LNC17GRT6KUU06KZ6,ACCIDENT,PAID,MINOR,2025-07-30 10:39:34,"Bulawayo Road, Marondera, MASHONALAND_EAST",Hit while parked at Sam Levy Shopping Centre,2,843.06,782.528292,782.528292,ECOCASH,,0.2921,False,,2025-08-01 23:39:34,2025-08-11 23:39:34,
CLM-946009763321,POL-428139177799,ZW-PH-8695813173,LNC17GRT6KUU06KZ6,ACCIDENT,PAID,MINOR,2025-03-12 00:58:51,"Industrial Area, Marondera, MASHONALAND_EAST",Hit while parked at Sam Levy Shopping Centre,2,576.47,522.339467,522.339467,ECOCASH,,0.1057,False,,2025-03-14 12:58:51,2025-04-03 12:58:51,
CLM-654043550450,POL-761424256664,ZW-PH-5619891135,B7KK3MKLGKDG9X3B5,ACCIDENT,SUBMITTED,TOTAL_LOSS,2026-04-24 00:00:00,"Beitbridge Border Post, Masvingo, MASVINGO",Single vehicle accident — lost control on wet road near Mutare,2,5761.54,0.00,0.00,ECOCASH,,0.0076,False,,2026-04-25 09:00:00,,
CLM-512301170316,POL-761424256664,ZW-PH-5619891135,B7KK3MKLGKDG9X3B5,VANDALISM,SUBMITTED,MINOR,2026-04-24 00:00:00,"Roadblock, Masvingo, MASVINGO",Aerial snapped and roof aerial mount vandalised,1,566.09,0.00,0.00,ECOCASH,,0.075,False,,2026-04-26 06:00:00,,
CLM-134580614100,POL-917698907928,ZW-PH-7617873793,L7ESA7MT2XARJC9TV,ACCIDENT,PAID,MINOR,2025-06-24 13:41:22,"Victoria Falls, Ruwa, HARARE",Backed into another vehicle at Borrowdale Racecourse parking,2,1735.49,1528.96669,1528.96669,CASH,,0.1612,False,,2025-06-27 08:41:22,2025-07-12 08:41:22,
CLM-818893396475,POL-917698907928,ZW-PH-7617873793,L7ESA7MT2XARJC9TV,ACCIDENT,PAID,MODERATE,2025-07-04 01:38:46,"Bulawayo Road, Ruwa, HARARE",Backed into another vehicle at Borrowdale Racecourse parking,2,3804.08,3335.417344,3335.417344,SWIPE,,0.0845,False,,2025-07-04 09:38:46,2025-07-20 09:38:46,
CLM-331154001432,POL-920797206641,ZW-PH-9788100133,2X9L39LDWWPC7P2F9,ACCIDENT,PAID,MINOR,2025-06-19 22:27:25,"Tollgate, Epworth, HARARE","Hit and run incident on Simon Mazorodze Road, other driver fled",2,423.93,404.259648,404.259648,BANK_TRANSFER,,0.2699,False,,2025-06-21 10:27:25,2025-07-04 10:27:25,
CLM-607941902547,POL-622963850542,ZW-PH-1610227964,WK8T6DDKDENU3DT1C,FIRE,SUBMITTED,MAJOR,2026-04-05 17:30:45,"Gas Station, Masvingo, MASVINGO",Fire from adjacent structure spread to vehicle in industrial area,1,2216.57,0.00,0.00,ECOCASH,,0.5587,False,Claimed amount grossly inflated beyond vehicle proportion,2026-04-06 08:30:45,,
CLM-643022740486,POL-101439925051,ZW-PH-6407956941,SB3N8K2BAG0MVU5CX,ACCIDENT,SUBMITTED,MODERATE,2026-04-23 16:04:48,"Harare CBD, Shamva, MASHONALAND_CENTRAL",Side collision at intersection — other driver ran red light in Harare CBD,1,1074.43,0.00,0.00,CASH,,0.2199,False,,2026-04-25 13:04:48,,
CLM-374679656325,POL-877136115510,ZW-PH-8743832743,PM7AUA3GMNFT2WGYJ,VANDALISM,REJECTED,MINOR,2026-03-18 20:00:00,"Bulawayo CBD, Rusape, MANICALAND",Headlights and taillights smashed in parking garage,1,11868.12,0.00,0.00,BANK_TRANSFER,,0.7314,True,Claim filed within first 14 days of policy inception; Claim exceeds market value for 21-year-old vehicle,2026-03-19 13:00:00,2026-04-07 13:00:00,2026-04-07 13:00:00
CLM-319111490945,POL-823611370889,ZW-PH-5207516320,REBEE9673P5BYZRSN,ACCIDENT,CLOSED,MINOR,2025-06-10 04:24:23,"Farm Road, Chitungwiza, HARARE",Side-swipe on Bulawayo Road near Gweru tollgate,4,516.13,471.484755,471.484755,ECOCASH,,0.1404,False,,2025-06-11 16:24:23,2025-06-26 16:24:23,2025-07-02 16:24:23
CLM-546610939372,POL-406885107575,ZW-PH-1447197384,1JTAG1CPUFA8G1N6H,NATURAL_DISASTER,CLOSED,MODERATE,2024-12-15 20:47:55,"Roadblock, Kariba, MASHONALAND_WEST",Lightning strike triggered electrical fire in dashboard,1,2216.11,2110.623164,2110.623164,SWIPE,,0.2065,False,,2024-12-17 02:47:55,2024-12-23 02:47:55,2025-01-04 02:47:55
CLM-965180046550,POL-512718280029,ZW-PH-8486579846,NDD0URJG771D82MFS,NATURAL_DISASTER,PAID,MAJOR,2025-01-20 05:08:19,"Samora Machel Avenue, Hwange, MATABELELAND_NORTH",Tornado debris caused significant body damage in Chipinge,1,10691.86,9313.679246,9313.679246,CASH,,0.1079,False,,2025-01-22 11:08:19,2025-02-06 11:08:19,
CLM-541588042181,POL-061230307787,ZW-PH-5970091452,RRMTC40KV5R6CM464,ACCIDENT,CLOSED,MINOR,2025-10-09 08:03:15,"Robert Mugabe Road, Mount Darwin, MASHONALAND_CENTRAL",Single vehicle accident — lost control on wet road near Mutare,2,1224.82,1129.161558,1129.161558,BANK_TRANSFER,,0.076,False,,2025-10-11 04:03:15,2025-10-23 04:03:15,2025-11-02 04:03:15
CLM-686637503496,POL-268431238253,ZW-PH-5650216702,UNVJJXSRZ8G8VUWV0,ACCIDENT,UNDER_REVIEW,MODERATE,2026-04-11 01:25:50,"Residential Area, Chinhoyi, MASHONALAND_WEST",Single vehicle accident — lost control on wet road near Mutare,2,1371.7,0.00,0.00,SWIPE,,0.2809,False,,2026-04-13 20:25:50,,
CLM-477245621646,POL-861797928454,ZW-PH-6016150840,AWHRDD88A41H8UWEU,OTHER,PAID,MINOR,2026-02-27 11:06:05,"Industrial Area, Kwekwe, MIDLANDS",Collision with donkey cart on rural road near Chiredzi,1,138.47,121.036627,121.036627,ECOCASH,,0.2392,False,,2026-02-27 15:06:05,2026-03-09 15:06:05,
CLM-957162092635,POL-463071799166,ZW-PH-8928637924,FHTB05LSEK6KS5FP7,ACCIDENT,UNDER_REVIEW,MODERATE,2026-03-31 19:22:03,"Highway A1, Chimanimani, MANICALAND",Multi-vehicle collision on A1 highway due to sudden braking,3,952.51,0.00,0.00,CASH,,0.1664,False,Multiple claims history,2026-04-03 19:22:03,,
CLM-954694792115,POL-463071799166,ZW-PH-8928637924,FHTB05LSEK6KS5FP7,ACCIDENT,PAID,MINOR,2026-03-23 04:30:42,"Robert Mugabe Road, Chimanimani, MANICALAND",Side collision at intersection — other driver ran red light in Harare CBD,2,305.27,288.327515,288.327515,BANK_TRANSFER,,0.3347,False,Multiple claims history,2026-03-26 02:30:42,2026-04-08 02:30:42,
CLM-629853348533,POL-217578102196,ZW-PH-8928637924,9MHZZCSA3T5C310V9,THEFT,CLOSED,MINOR,2025-12-04 19:08:07,"Chirundu Border Post, Chimanimani, MANICALAND","Car broken into at Avondale flea market, laptop and handbag stolen",1,752.58,708.779844,708.779844,SWIPE,,0.2669,False,Multiple claims history,2025-12-05 06:08:07,2025-12-23 06:08:07,2025-12-31 06:08:07
CLM-774003860538,POL-373308749393,ZW-PH-3265813666,D8G6D6NHE7J7ZXRMR,ACCIDENT,CLOSED,TOTAL_LOSS,2025-04-24 15:49:06,"Robert Mugabe Road, Plumtree, MATABELELAND_SOUTH",Rear-ended at traffic light during rush hour on Samora Machel Avenue,2,3360.17,3028.857238,3028.857238,CASH,,0.0228,False,,2025-04-25 10:49:06,2025-05-04 10:49:06,2025-05-09 10:49:06
CLM-626408312482,POL-883667350403,ZW-PH-3265813666,VD20JJCHGYAYYEC8H,ACCIDENT,CLOSED,MINOR,2025-12-17 09:35:41,"Chirundu Border Post, Plumtree, MATABELELAND_SOUTH",Hit while parked at Sam Levy Shopping Centre,2,523.82,454.15194,454.15194,BANK_TRANSFER,,0.1185,False,,2025-12-19 19:35:41,2026-01-05 19:35:41,2026-01-12 19:35:41
CLM-700996102532,POL-014292274871,ZW-PH-3651536373,637TC728915HP3CC0,ACCIDENT,PAID,MINOR,2024-12-22 07:09:44,"Bulawayo CBD, Harare, HARARE",Backed into another vehicle at Borrowdale Racecourse parking,1,676.51,667.377115,667.377115,ECOCASH,,0.1226,False,,2024-12-24 21:09:44,2025-01-07 21:09:44,
CLM-367867332719,POL-856833935735,ZW-PH-9987724853,RVFBGYTM6F1ZCTZF1,ACCIDENT,SUBMITTED,MINOR,2026-04-20 13:01:28,"Roadblock, Chitungwiza, HARARE",Backed into another vehicle at Borrowdale Racecourse parking,2,601.61,0.00,0.00,SWIPE,,0.1405,False,,2026-04-22 13:01:28,,
CLM-898355606685,POL-000476430737,ZW-PH-6743490655,BYGMSHG5DGLKYG8HB,ACCIDENT,SUBMITTED,MINOR,2026-04-22 15:54:29,"Border Post Area, Chirundu, MANICALAND",T-bone collision at four-way stop near Chitungwiza,1,16526.54,0.00,0.00,CASH,,0.7558,True,Claim amount suspiciously close to coverage limit; Incident at border crossing — difficult to verify independently; Multiple claims history,2026-04-23 10:54:29,,
CLM-356871832258,POL-000476430737,ZW-PH-6743490655,BYGMSHG5DGLKYG8HB,THEFT,CLOSED,MODERATE,2026-02-09 03:08:28,"Highway A5, Chimanimani, MANICALAND","Vehicle stolen from Malls car park, later recovered without engine",1,3136.6,2908.88284,2908.88284,ECOCASH,,0.2552,False,Multiple claims history,2026-02-09 17:08:28,2026-02-21 17:08:28,2026-03-05 17:08:28
CLM-656813386439,POL-000476430737,ZW-PH-6743490655,BYGMSHG5DGLKYG8HB,ACCIDENT,CLOSED,MODERATE,2026-02-17 07:40:43,"Beitbridge Border Post, Chimanimani, MANICALAND",Hit while parked at Sam Levy Shopping Centre,3,3190.45,3117.707740,3117.707740,BANK_TRANSFER,,0.2084,False,Multiple claims history,2026-02-18 15:40:43,2026-03-10 15:40:43,2026-03-18 15:40:43
CLM-680740049094,POL-566380796382,ZW-PH-4485473092,RXJNRBM21WK99J0CY,VANDALISM,PAID,MINOR,2026-01-29 04:25:32,"Victoria Falls, Chiredzi, MASVINGO",Tyres slashed in Avenues apartment block parking,1,730.26,642.409722,642.409722,CASH,,0.0073,False,,2026-01-30 18:25:32,2026-02-13 18:25:32,
CLM-000011627279,POL-636729845461,ZW-PH-1723204744,98BXXRAPJWC15CPHJ,THEFT,PAID,MINOR,2025-12-22 01:01:25,"Shopping Center Parking, Chiredzi, MASVINGO",Wheels and rims stolen while parked on Jason Moyo Avenue overnight,1,540.48,521.56320,521.56320,SWIPE,,0.2133,False,,2025-12-23 11:01:25,2026-01-03 11:01:25,
CLM-762430371231,POL-636729845461,ZW-PH-1723204744,98BXXRAPJWC15CPHJ,ACCIDENT,APPROVED,MODERATE,2025-12-28 15:18:30,"Main Street, Chiredzi, MASVINGO",Single vehicle accident — lost control on wet road near Mutare,2,2073.93,2070.611712,0.00,CASH,,0.2033,False,,2025-12-31 02:18:30,2026-01-13 02:18:30,
CLM-336659321136,POL-890438221401,ZW-PH-2550454792,6RLBPMNL932YGDVRR,VANDALISM,PAID,MINOR,2026-03-17 12:37:39,"Gas Station, Shurugwi, MIDLANDS",Interior fabric slashed and dashboard cracked,1,169.63,161.843983,161.843983,SWIPE,,0.4588,False,,2026-03-18 10:37:39,2026-04-02 10:37:39,
CLM-595857954472,POL-901974907291,ZW-PH-0668251378,C35TXF623K737YTNT,ACCIDENT,SUBMITTED,MAJOR,2026-04-21 13:41:10,"Industrial Area, Chitungwiza, HARARE",Hit while parked at Sam Levy Shopping Centre,2,21994.63,0.00,0.00,SWIPE,,0.5126,False,Claimed amount grossly inflated beyond vehicle proportion,2026-04-21 18:41:10,,
CLM-079591702314,POL-567712475695,ZW-PH-8574031182,H8FFXEC75CM9S6ZX5,THEFT,PAID,MAJOR,2026-01-29 02:53:59,"Bulawayo Road, Harare, HARARE","Break-in at office park, sound system and GPS unit stolen",1,4973.21,4446.547061,4446.547061,SWIPE,,0.2427,False,,2026-01-30 01:53:59,2026-02-11 01:53:59,
CLM-787836312302,POL-567712475695,ZW-PH-8574031182,H8FFXEC75CM9S6ZX5,THEFT,CLOSED,MINOR,2026-01-15 10:44:24,"Highway A2, Harare, HARARE","Attempted carjacking in Eastlea, significant ignition damage",1,826.8,762.64032,762.64032,CASH,,0.0178,False,,2026-01-17 03:44:24,2026-02-03 03:44:24,2026-02-17 03:44:24
CLM-324847830987,POL-471600521205,ZW-PH-7488306463,G1EJCN47CP37S87DV,ACCIDENT,PAID,MINOR,2025-03-10 14:14:32,"Chirundu Border Post, Chitungwiza, HARARE",Collision in Westgate shopping mall parking area while reversing,2,628.01,560.18492,560.18492,ECOCASH,,0.1442,False,,2025-03-11 05:14:32,2025-03-25 05:14:32,
CLM-316280182233,POL-067344560548,ZW-PH-4896149952,WP5XPD42DNBB44F73,ACCIDENT,PAID,MAJOR,2024-12-07 07:01:09,"Residential Area, Hwange, MATABELELAND_NORTH",Side-swipe on Bulawayo Road near Gweru tollgate,2,1774.64,1575.170464,1575.170464,SWIPE,,0.2399,False,,2024-12-08 10:01:09,2024-12-14 10:01:09,
CLM-703488143203,POL-413849945115,ZW-PH-4975577763,66ASZBWF7JMZHSM7N,ACCIDENT,PAID,MODERATE,2025-02-25 15:48:30,"Simon Mazorodze Road, Kariba, MASHONALAND_WEST",Side-swipe on Bulawayo Road near Gweru tollgate,2,295.16,259.976928,259.976928,ECOCASH,,0.2595,False,,2025-02-28 02:48:30,2025-03-05 02:48:30,
CLM-685832614144,POL-145249363531,ZW-PH-9128033240,Z4S1BCCU9A1S5UHRG,ACCIDENT,APPROVED,MINOR,2026-04-15 08:12:30,"Parking Lot, Plumtree, MATABELELAND_SOUTH",T-bone collision at four-way stop near Chitungwiza,2,1177.25,1018.909875,0.00,CASH,,0.0635,False,,2026-04-16 11:12:30,2026-04-21 11:12:30,
CLM-848373134961,POL-037085171348,ZW-PH-7311074273,G6D17CPG590XBKR59,ACCIDENT,PAID,MODERATE,2024-06-10 14:44:16,"Harare CBD, Chiredzi, MASVINGO","Hit and run incident on Simon Mazorodze Road, other driver fled",4,3039.54,2704.278738,2704.278738,CASH,,0.2094,False,,2024-06-10 20:44:16,2024-06-22 20:44:16,
